Prediction _compress,Labels,Entropy,Binary_Labels
0,0,0.637055848,1
7,7,0.001503841,1
3,3,2.254028119,1
8,8,0.296774067,1
0,0,1.530891588,1
3,3,0.512949322,1
4,4,2.469971393,1
3,3,0.48920563,1
7,7,0.114602796,1
7,7,0.054175555,1
9,9,0.016173451,1
2,2,1.913673504,1
3,3,0.111775103,1
1,1,2.24E-05,1
9,9,0.177552354,1
1,1,0.005658674,1
1,9,0.042268508,0
6,6,1.181807611,1
3,3,2.041812715,1
3,3,2.120126146,1
6,3,0.548119917,0
1,1,0.000166722,1
0,0,0.380435167,1
6,6,0.863379335,1
1,1,0.098486032,1
4,4,0.910686244,1
1,1,0.000449699,1
0,0,0.535610415,1
0,0,0.088362164,1
1,1,0.044894635,1
1,1,0.782505583,1
6,6,0.113025551,1
2,5,1.6392193,0
0,4,2.228764564,0
6,6,0.267372863,1
2,2,0.487419934,1
0,0,0.023250592,1
7,7,0.084240969,1
1,9,0.867913999,0
8,8,1.188512582,1
7,7,1.410416563,1
2,2,0.181487425,1
0,0,0.209031263,1
6,6,0.07702592,1
8,8,0.907187595,1
1,1,0.001217663,1
8,4,0.853998776,0
9,3,0.82852653,0
7,7,0.020632857,1
0,0,1.556217302,1
6,6,0.216963265,1
1,1,0.346498263,1
8,8,0.268591244,1
5,5,0.669127354,1
7,7,0.336078187,1
8,8,0.211762633,1
4,4,2.587948597,1
8,8,0.194663201,1
3,3,1.394571545,1
9,9,1.807884847,1
9,9,0.003660641,1
9,9,0.763960969,1
8,8,1.305532159,1
4,7,2.034500873,0
6,6,0.403310404,1
6,6,0.457921333,1
5,3,1.793561427,0
3,5,2.625566289,0
1,1,0.000130757,1
3,5,1.691573479,0
9,9,0.000282332,1
1,1,0.001740957,1
4,4,1.836091757,1
1,1,0.013839146,1
5,5,0.222664934,1
7,7,1.676584475,1
0,0,1.765151897,1
1,1,8.29E-05,1
3,5,0.651508834,0
2,2,1.773894933,1
0,0,0.105573802,1
8,8,0.55999783,1
8,8,0.020108373,1
5,5,1.105270154,1
2,6,0.984910281,0
7,7,0.634951369,1
2,3,1.47375253,0
2,2,2.054221396,1
6,4,0.914050658,0
7,7,0.034386429,1
2,2,0.312453096,1
5,5,0.605268746,1
1,8,1.175433772,0
2,2,0.862110109,1
4,4,0.208377824,1
9,9,1.254046007,1
2,2,0.684586015,1
1,1,0.035072346,1
8,8,0.014615509,1
1,1,0.005373768,1
0,9,1.471938943,0
8,8,0.035787833,1
8,8,0.684633775,1
8,8,0.06203566,1
1,9,0.658392699,0
0,0,0.868118087,1
4,4,0.387835047,1
3,3,2.460031341,1
3,3,0.755873697,1
1,1,0.000121561,1
8,8,0.238881839,1
7,4,0.939452039,0
6,6,0.263204143,1
3,3,0.047937295,1
3,3,0.919118536,1
1,5,2.017226687,0
2,2,0.798504553,1
2,2,0.155579167,1
8,8,0.48844091,1
3,3,1.081216391,1
8,8,0.117707786,1
9,9,1.208088229,1
5,5,0.952865333,1
8,8,0.536211063,1
9,9,1.035067324,1
8,8,0.654550288,1
9,9,0.506557707,1
1,1,0.001103804,1
6,6,0.207049107,1
5,5,0.095990716,1
9,9,0.005993921,1
4,4,2.325831412,1
7,4,1.745613754,0
8,8,0.468505416,1
0,0,0.113985904,1
7,7,0.383493903,1
2,2,1.006087437,1
9,9,0.000102219,1
9,7,1.897955743,0
4,4,2.244337861,1
1,1,1.21E-06,1
6,6,0.252075136,1
4,4,0.466933915,1
8,4,1.864779488,0
9,9,0.245881896,1
9,1,2.177378369,0
2,2,0.563374092,1
5,5,1.405871677,1
2,6,1.171418251,0
0,0,0.419242031,1
8,8,0.014970337,1
6,6,0.24493925,1
1,1,8.97E-07,1
9,9,3.09E-06,1
4,4,0.592772981,1
5,5,0.073390275,1
9,9,0.00119898,1
5,5,1.013583985,1
0,0,0.211064266,1
7,7,0.102555755,1
2,2,0.861560778,1
0,0,1.239029362,1
9,0,1.066884658,0
4,4,2.177410354,1
2,2,1.532634288,1
6,6,1.60866561,1
6,6,0.812339706,1
3,5,0.792987536,0
5,5,0.708188881,1
3,2,2.236127245,0
8,8,0.794292896,1
1,1,0.428809357,1
7,7,1.400275188,1
2,3,0.486095528,0
1,1,0.001693213,1
4,4,0.124008128,1
5,5,0.553959523,1
6,6,0.036525011,1
3,5,1.079008886,0
1,1,0.011458313,1
2,4,1.210130696,0
7,7,1.525625206,1
0,0,0.037554983,1
1,9,0.238896649,0
4,4,0.24674641,1
6,3,2.589238633,0
8,8,0.006025418,1
2,2,0.784401055,1
8,8,0.078942195,1
6,4,0.830689918,0
7,7,0.064236975,1
2,2,0.193594771,1
9,3,1.363950728,0
1,1,0.014296514,1
3,5,3.002905126,0
2,2,1.357023547,1
9,9,0.001990979,1
8,8,0.053078164,1
9,9,1.23E-06,1
7,7,1.288564662,1
9,9,0.35886744,1
5,5,0.113694241,1
1,1,1.47E-05,1
4,4,0.521671304,1
2,0,1.00588123,0
8,8,0.032934551,1
2,2,0.047606319,1
3,3,0.646061121,1
8,8,0.003381682,1
9,9,0.999393794,1
1,1,0.000556371,1
9,1,0.955495284,0
3,3,1.777261629,1
2,2,0.538757705,1
4,4,0.98246489,1
9,9,0.244243781,1
3,3,1.247047025,1
1,1,6.57E-05,1
7,7,0.080342118,1
3,4,1.753513223,0
6,6,0.641906494,1
0,2,1.313536863,0
8,8,0.019220092,1
9,9,0.002395813,1
5,5,1.549850264,1
3,3,0.50778736,1
9,9,0.001030964,1
5,5,1.713652633,1
5,5,1.427621413,1
6,6,0.008504147,1
2,7,0.778410911,0
2,2,0.077875399,1
4,4,2.493884523,1
9,6,1.209674804,0
6,3,0.975052119,0
1,1,0.09258032,1
0,0,0.69539788,1
7,7,2.008394,1
0,2,2.009486755,0
5,5,1.18752915,1
4,4,1.766485331,1
7,7,0.31447928,1
6,6,0.937900052,1
1,1,0.001334471,1
1,1,0.285419674,1
9,9,0.00816116,1
1,8,0.822191558,0
1,1,0.410334677,1
0,0,0.76492009,1
1,1,3.05E-05,1
3,3,0.395315045,1
1,1,0.00961505,1
1,1,0.009994333,1
1,1,0.010020289,1
7,7,0.610892059,1
3,3,0.637701281,1
9,9,0.272039729,1
2,6,0.501075586,0
8,8,0.000142307,1
7,4,0.320674953,0
6,6,0.161665056,1
8,8,1.355481587,1
4,4,0.923340017,1
9,9,0.086821683,1
3,4,1.359604211,0
7,7,0.005898775,1
9,9,0.457971287,1
7,7,0.136770148,1
6,6,2.130045196,1
8,8,1.932602244,1
4,4,1.473927127,1
9,9,0.005833398,1
7,7,0.300684297,1
0,0,0.614646188,1
1,1,0.229785991,1
6,6,0.065209309,1
1,1,0.000294592,1
2,5,1.51582537,0
8,9,1.063577688,0
0,0,1.377927095,1
4,4,1.207552433,1
6,3,1.642646511,0
6,4,0.54939077,0
1,1,0.486159119,1
3,3,1.741440931,1
0,0,0.636016601,1
8,8,0.911034017,1
4,4,1.103979487,1
6,6,0.001434369,1
2,2,0.561582949,1
6,2,0.900402622,0
6,6,0.186044158,1
6,5,0.626520298,0
3,3,2.206904372,1
6,6,1.053298812,1
5,2,2.209943061,0
1,1,0.000198754,1
1,1,0.06832392,1
9,8,1.104112288,0
6,6,0.020928011,1
0,0,1.444616578,1
4,4,0.359049223,1
0,0,0.810978342,1
1,1,0.160638941,1
9,9,0.311526298,1
7,7,0.018954091,1
1,1,0.013966272,1
3,3,0.103093775,1
7,7,0.254719552,1
2,7,2.133218268,0
8,8,0.936029294,1
7,7,0.012563992,1
7,7,5.60E-05,1
3,3,1.669361826,1
9,9,0.022506393,1
7,7,0.001269377,1
7,7,0.060919077,1
7,7,0.904919916,1
9,2,1.647169436,0
1,1,0.522268684,1
2,2,0.048155438,1
8,8,0.982782731,1
6,6,0.064215291,1
4,4,1.448023708,1
0,0,1.111789206,1
7,7,2.007648767,1
9,9,0.018320236,1
8,8,1.182639077,1
6,6,0.1573334,1
8,8,0.001137618,1
6,4,1.416848678,0
8,9,1.200306261,0
1,1,0.001368275,1
0,7,2.831628376,0
2,2,1.049828959,1
2,2,1.147776074,1
8,8,0.004114591,1
5,5,1.232736228,1
8,8,1.500348542,1
9,1,0.460789814,0
3,2,2.507158535,0
2,2,0.139963176,1
5,4,1.980860678,0
1,1,0.039555518,1
2,2,0.217022558,1
7,5,0.032278253,0
2,2,2.28646201,1
8,8,0.236533529,1
1,1,0.021636409,1
8,8,0.291593286,1
1,1,0.000505522,1
8,8,0.699239594,1
3,6,1.908988302,0
0,0,0.344443259,1
2,2,0.531090681,1
6,4,0.861053513,0
1,1,1.18E-05,1
3,3,0.197345027,1
6,6,0.034299917,1
7,7,0.098340455,1
7,7,0.425168931,1
4,4,1.137323769,1
4,4,0.295586361,1
3,3,0.478004512,1
0,3,1.886435975,0
4,4,1.901428968,1
7,5,0.780151331,0
2,2,0.029769826,1
6,4,2.509308019,0
3,3,2.328400137,1
4,7,1.656973343,0
8,8,0.304549903,1
7,4,0.922606388,0
6,4,0.168216642,0
7,4,1.287369432,0
3,5,1.632585525,0
4,4,1.02101951,1
8,3,2.192252861,0
2,2,0.136755403,1
8,8,0.006829198,1
4,4,1.253795242,1
5,5,0.608703268,1
5,5,0.815471771,1
4,4,1.841432617,1
1,1,0.119066273,1
4,4,1.110290626,1
2,2,0.382007738,1
5,5,2.358403134,1
9,1,0.607345958,0
6,6,0.0831436,1
4,4,1.547911506,1
3,3,2.012845962,1
4,4,1.169290374,1
4,4,1.286953949,1
0,0,0.698770082,1
8,8,2.224020532,1
8,8,0.009874146,1
4,4,1.441148132,1
5,5,1.564029413,1
7,7,0.743661396,1
3,5,1.476039756,0
6,6,0.030095047,1
9,9,0.018166093,1
1,1,0.000822406,1
6,6,0.205743657,1
7,7,0.177010326,1
2,2,1.011707345,1
0,0,0.397623619,1
1,1,0.827117554,1
9,4,2.377998704,0
5,5,1.312732016,1
3,6,1.697016798,0
0,0,0.072541734,1
0,0,0.573569792,1
2,2,0.224475914,1
2,7,1.932108807,0
6,5,1.917418851,0
6,6,0.013368279,1
0,0,0.084288832,1
6,6,1.905720508,1
3,2,1.387638288,0
9,9,0.153909641,1
1,1,1.129935326,1
7,7,1.416343386,1
7,7,1.185139496,1
5,5,0.117537157,1
2,2,0.808621694,1
5,5,0.241428033,1
6,6,0.319084021,1
0,4,2.836574079,0
1,1,1.37E-05,1
4,4,2.008191691,1
3,3,0.406389105,1
3,3,0.340925345,1
6,3,1.278252951,0
0,0,0.689901978,1
3,3,0.284179107,1
5,5,0.394908304,1
5,5,0.281933004,1
8,8,1.099566449,1
9,9,0.071960495,1
0,7,1.965198919,0
3,3,0.786179648,1
1,1,0.001342707,1
1,3,1.904437958,0
3,3,1.956436789,1
3,3,1.910043879,1
6,4,0.493857189,0
4,4,0.966217185,1
3,2,0.896770373,0
3,3,0.909783662,1
3,3,2.110569977,1
1,8,0.875883432,0
1,1,0.026089045,1
3,7,1.554067606,0
7,7,0.058270187,1
0,0,0.404012714,1
3,7,2.12271701,0
4,4,1.443984554,1
3,5,2.125002258,0
1,1,0.094838052,1
4,4,1.740839859,1
2,2,0.771910993,1
4,4,1.316487971,1
3,3,1.32462788,1
9,9,1.127338677,1
9,9,0.035498201,1
7,4,1.295308635,0
9,9,0.001745578,1
9,9,0.009376649,1
1,1,0.134104486,1
8,8,0.523190075,1
1,1,0.469730245,1
6,6,0.491482402,1
7,7,0.020212364,1
5,5,1.339980826,1
6,5,0.992349194,0
2,4,2.280543363,0
9,9,0.018997339,1
7,7,0.087640935,1
6,6,1.971685179,1
5,5,1.146670564,1
9,9,0.000876452,1
6,2,0.631605672,0
4,4,1.086664789,1
0,0,0.079412676,1
7,7,0.007320394,1
8,8,0.352118717,1
6,5,2.245598631,0
5,5,0.062841437,1
2,0,1.122495969,0
0,0,0.184126891,1
9,9,0.719533556,1
9,9,0.018813964,1
8,8,0.01904972,1
0,2,1.630714452,0
5,5,0.705802403,1
4,4,0.874363408,1
8,8,0.155616177,1
3,3,0.730441805,1
6,6,0.054888909,1
3,3,2.040527709,1
6,6,0.378592692,1
0,0,1.237500287,1
6,6,0.00086134,1
6,6,0.720403081,1
6,6,0.14749064,1
9,9,0.462126139,1
6,6,0.700115955,1
6,6,1.567998969,1
8,8,0.009651402,1
6,6,0.077232005,1
2,2,0.46814193,1
4,4,0.468857043,1
5,5,2.049117935,1
8,8,0.770775479,1
1,1,0.000154739,1
2,2,0.064959097,1
7,7,0.03306803,1
6,6,0.050252627,1
5,5,1.322379047,1
7,7,0.028417686,1
8,8,0.745127399,1
1,1,0.822182018,1
6,8,1.341017646,0
8,0,0.786081072,0
1,8,1.252050113,0
6,6,1.066963894,1
9,9,0.039375346,1
2,2,0.514361474,1
8,8,0.010013049,1
9,9,0.561745666,1
8,4,0.257131334,0
0,0,0.084361704,1
9,9,0.52692427,1
2,4,0.938111277,0
9,9,0.058466993,1
5,5,0.973977436,1
7,7,0.20521309,1
5,5,0.382978099,1
5,5,0.421659172,1
9,9,0.17115726,1
5,5,0.777832498,1
0,3,0.229099745,0
0,0,0.138203171,1
1,1,9.83E-05,1
9,9,1.09E-05,1
7,7,2.512863595,1
2,2,1.040800832,1
6,4,1.402973629,0
1,1,0.004241578,1
0,0,0.165187159,1
1,8,0.977087044,0
2,0,0.12383204,0
3,3,1.613896372,1
1,1,0.000353172,1
7,7,0.430889047,1
1,0,1.619129262,0
0,0,0.206591624,1
4,4,0.924960766,1
4,8,2.633889168,0
6,6,0.16312339,1
2,2,2.064924649,1
2,4,1.394130982,0
0,0,0.023598849,1
0,0,0.078171163,1
1,9,0.867600358,0
0,0,0.134281682,1
8,8,0.000219002,1
3,4,1.681748305,0
3,5,1.822918958,0
1,9,0.042369782,0
3,3,0.2070309,1
1,9,0.97229553,0
0,0,0.580897813,1
2,5,1.73642168,0
6,6,1.003456477,1
3,5,1.415675113,0
0,0,1.250996528,1
1,1,0.000186551,1
3,4,1.237815172,0
8,8,0.009620834,1
1,1,0.000717432,1
0,0,0.004668079,1
5,5,0.179603978,1
2,2,2.206587016,1
1,1,0.016461859,1
0,0,0.1710028,1
2,2,1.372629399,1
8,8,0.328015532,1
9,1,0.990251543,0
5,5,0.707242064,1
6,6,0.703156843,1
0,7,1.283351381,0
7,7,0.82444181,1
2,2,1.836256524,1
6,6,0.395514729,1
2,2,0.937839158,1
7,5,0.711019466,0
0,0,0.632456279,1
1,1,0.000885444,1
6,4,1.558323016,0
2,2,0.340772736,1
5,5,1.568336558,1
6,4,2.076027369,0
6,6,0.190579967,1
6,2,0.822375403,0
2,2,0.975617667,1
1,1,0.365026701,1
7,7,0.328069403,1
6,2,0.959096383,0
8,8,1.768680156,1
3,5,0.925301073,0
5,5,1.432506471,1
3,3,0.231032158,1
0,0,0.19402203,1
4,4,0.814909439,1
8,8,0.032109539,1
5,3,1.162186751,0
0,7,1.548018275,0
6,6,0.019292503,1
3,3,1.638999452,1
8,8,0.428568046,1
1,1,4.59E-05,1
2,0,0.583924062,0
1,1,0.001279674,1
3,3,1.665931525,1
6,3,1.669880872,0
3,0,2.2137845,0
7,7,0.796463068,1
6,4,0.387741973,0
9,9,8.43E-05,1
5,5,0.670324146,1
3,3,0.317689235,1
6,6,0.9880722,1
0,0,0.731835554,1
1,1,0.289613258,1
4,4,2.019332879,1
4,4,1.453352631,1
4,4,2.41170001,1
4,4,0.603949683,1
2,2,1.26062714,1
3,2,2.109756386,0
6,5,2.275386011,0
8,8,0.114717263,1
1,1,0.206519981,1
3,5,1.440942478,0
9,9,0.071158992,1
8,8,0.001927469,1
1,1,2.67E-05,1
1,1,0.018286474,1
5,5,2.005441828,1
2,3,1.572537426,0
1,9,0.676105009,0
9,9,4.11E-05,1
0,7,1.711095826,0
6,6,0.483062649,1
3,5,0.975681679,0
0,0,0.130854067,1
8,8,0.507917515,1
6,4,0.430582834,0
2,7,1.888720557,0
7,0,1.124284162,0
9,9,0.002180935,1
2,2,0.009005386,1
8,8,0.038536083,1
4,4,0.752449434,1
7,7,0.28697443,1
1,1,0.099366849,1
2,3,1.1992926,0
9,9,0.003540157,1
6,6,0.114625417,1
8,8,0.461383588,1
9,9,0.033030421,1
0,0,2.007542875,1
4,4,1.553234194,1
9,9,1.050392854,1
8,6,2.528556504,0
7,7,0.000241822,1
8,8,2.11830154,1
9,9,0.775220047,1
4,4,0.936713604,1
8,8,0.016523032,1
9,9,0.001354009,1
7,7,0.723644739,1
2,2,0.150835249,1
5,5,1.664011477,1
3,3,0.201368144,1
7,7,0.002233552,1
0,1,0.176924147,0
0,0,0.143385748,1
2,2,2.158245697,1
9,9,0.174612445,1
5,5,1.023425533,1
3,5,1.698247145,0
8,8,0.087552526,1
5,5,0.019312574,1
4,4,2.023801801,1
2,2,0.281459138,1
8,8,0.401318031,1
3,3,1.347307821,1
3,5,1.810631859,0
1,5,1.87459836,0
7,7,0.027179501,1
7,7,0.591016957,1
8,8,4.06E-05,1
6,6,0.360559387,1
2,2,1.135648217,1
8,8,0.095950793,1
6,2,1.412577496,0
5,3,1.095378113,0
5,5,2.239488276,1
6,6,0.340496709,1
8,8,0.347469302,1
0,0,0.8202659,1
2,2,0.534026443,1
3,3,0.177206302,1
7,7,0.000710685,1
0,0,0.041597715,1
1,1,0.000117719,1
9,9,0.104334876,1
1,1,0.010211393,1
3,3,1.917078766,1
5,7,2.032704053,0
5,5,1.308076128,1
3,8,2.28661726,0
3,3,0.897770265,1
2,2,0.254413996,1
9,9,0.030694679,1
6,6,0.365309845,1
8,8,0.007477067,1
6,6,1.92207479,1
9,9,0.00034714,1
3,3,0.370136184,1
0,8,0.452146927,0
9,9,0.281043902,1
8,8,0.885653088,1
1,0,0.100311888,0
7,7,0.012224486,1
8,8,0.000349815,1
5,5,0.016864931,1
2,0,1.17399916,0
0,0,0.012983209,1
1,1,2.65E-06,1
8,3,1.758524796,0
6,9,1.879888018,0
1,1,0.000449002,1
5,5,1.09077983,1
6,3,1.803513363,0
4,4,1.475636949,1
6,4,0.965079256,0
0,0,0.058255038,1
9,9,1.525752445,1
9,9,0.000134043,1
9,9,2.17E-06,1
9,9,0.32248517,1
8,8,0.236588202,1
2,2,0.412123922,1
4,4,1.097128977,1
2,2,0.198302543,1
2,2,1.801810308,1
5,5,0.020924118,1
1,1,0.016773742,1
9,9,0.968050828,1
1,1,0.00815735,1
0,0,0.119795327,1
9,9,0.968935797,1
6,4,2.374943007,0
2,2,0.88017426,1
1,1,0.000270861,1
6,6,0.097458473,1
0,0,0.024060586,1
3,3,1.248514447,1
0,7,1.659716408,0
4,6,1.608614911,0
3,3,1.928176962,1
9,1,1.707191207,0
8,8,0.952292435,1
2,6,1.293962549,0
5,5,1.664542608,1
2,7,1.13579527,0
4,2,1.369585688,0
8,8,0.472491726,1
7,4,2.135009856,0
7,4,1.030784452,0
8,8,0.364406439,1
3,3,1.752140421,1
5,5,0.484525946,1
0,0,1.076279245,1
5,5,1.750950998,1
7,7,0.742992147,1
4,4,0.846160331,1
4,4,1.874025536,1
2,2,1.083410785,1
2,2,1.37740828,1
7,7,0.714582763,1
1,3,2.421633442,0
6,6,1.041758276,1
0,0,1.6072475,1
2,2,0.713442103,1
7,7,0.648168296,1
6,6,0.036646877,1
2,2,1.131631627,1
3,3,0.368970381,1
0,0,1.494521695,1
7,7,0.008277309,1
7,7,0.007817002,1
8,8,0.003069854,1
1,1,0.99945072,1
1,1,0.030901619,1
2,4,2.147605498,0
6,6,0.702111685,1
2,0,0.565959087,0
6,6,0.00451404,1
1,6,2.074899028,0
5,5,0.716502884,1
5,5,0.567892604,1
6,6,0.0880619,1
3,3,1.289167655,1
9,9,0.548007604,1
3,3,1.648010742,1
6,6,0.021876209,1
2,8,1.289951659,0
7,7,0.146140585,1
6,6,0.20565037,1
6,4,2.142723345,0
9,9,0.001320091,1
5,5,0.448015938,1
6,6,1.534049338,1
7,4,2.176937078,0
1,1,2.71E-05,1
6,6,0.383059907,1
6,3,2.183271846,0
8,8,0.885804852,1
2,2,0.826782016,1
5,3,1.828906661,0
9,9,0.699970289,1
8,8,2.165807422,1
5,5,0.125782012,1
1,1,0.139410271,1
3,5,1.9031115,0
4,4,2.209280757,1
3,5,1.374109866,0
7,7,0.054335233,1
2,5,1.459407011,0
7,7,0.011272422,1
8,8,0.22879298,1
9,9,0.113759507,1
1,1,0.000988841,1
2,7,2.293841963,0
2,2,1.163220741,1
5,5,0.13754207,1
6,6,0.099736058,1
8,8,0.005956955,1
6,4,1.128447644,0
6,6,0.169476437,1
5,5,2.377840196,1
2,3,1.724586292,0
1,9,1.130144333,0
9,9,0.027144354,1
8,8,0.189678248,1
5,5,1.779206878,1
6,5,1.58619106,0
6,6,0.550863857,1
4,4,0.507970749,1
5,5,1.148661359,1
9,9,0.277211758,1
7,7,0.758588632,1
3,3,1.247367504,1
6,4,1.397802863,0
1,1,0.000544364,1
6,4,2.428120103,0
2,2,1.450821853,1
6,3,1.830866452,0
6,6,1.399318668,1
3,5,1.813740869,0
6,5,1.040839529,0
2,2,2.107200194,1
1,8,1.707783427,0
0,0,0.083183915,1
0,0,0.505476555,1
1,1,0.000277718,1
8,8,1.190625394,1
5,3,1.699138309,0
1,1,0.000849069,1
5,3,1.32951381,0
3,5,1.472096184,0
8,8,0.002424423,1
3,3,1.822912109,1
8,8,0.075580137,1
3,5,1.73021529,0
8,8,0.001126195,1
6,6,0.02303032,1
3,3,1.064523214,1
5,5,0.098208956,1
5,5,0.11076388,1
5,5,1.194623828,1
8,0,1.164193433,0
8,9,1.786259366,0
3,5,1.342197794,0
3,5,2.288419344,0
7,7,1.10356556,1
1,1,0.003091914,1
8,8,0.812797971,1
5,2,2.321982619,0
7,2,1.099753082,0
9,7,2.173620752,0
3,3,1.084931239,1
7,4,1.581005918,0
2,2,0.125151072,1
9,9,0.002202747,1
6,6,1.061007678,1
2,2,0.311768814,1
2,2,0.002168731,1
4,4,1.062459621,1
3,3,0.582842765,1
0,0,0.279630298,1
6,2,1.622130063,0
2,0,0.907677964,0
1,1,0.007616957,1
6,3,0.80872507,0
2,2,0.043465835,1
7,2,1.840899883,0
7,7,0.006280444,1
2,0,0.867734483,0
1,1,0.018775937,1
4,0,2.209274335,0
7,7,0.096065231,1
7,7,0.714119126,1
2,2,1.820140457,1
2,0,2.278192499,0
1,1,0.005354816,1
6,6,0.031847337,1
5,5,1.418124638,1
0,0,1.95636927,1
2,2,2.180255281,1
2,2,0.580124111,1
8,0,1.030596287,0
1,1,0.006279891,1
2,2,0.538686169,1
6,6,0.541629693,1
0,0,0.021007889,1
1,1,0.077773095,1
6,6,0.159463258,1
6,6,0.261526221,1
5,5,0.6464726,1
3,3,0.476491761,1
1,4,2.426080656,0
0,0,0.049359846,1
0,0,0.952098185,1
1,9,0.422580041,0
1,1,0.011345387,1
0,0,0.01177777,1
3,2,1.519892935,0
5,5,0.091758227,1
9,9,0.002970584,1
7,7,0.137423861,1
8,8,0.01460231,1
6,6,0.09261673,1
3,4,2.880212162,0
6,6,2.381826387,1
0,0,0.015839768,1
2,2,0.343827865,1
0,0,0.478737018,1
1,1,0.314945511,1
9,9,0.090167506,1
2,2,2.010991363,1
6,4,0.055371138,0
0,9,2.062094581,0
0,0,1.136136745,1
7,7,0.662042831,1
2,2,1.133037386,1
3,3,0.569403045,1
5,4,1.087661078,0
8,8,0.162518598,1
9,0,1.314924234,0
2,2,0.982163765,1
6,6,0.009129593,1
8,8,0.061050242,1
9,9,0.010082618,1
7,7,1.547108815,1
1,1,0.176883009,1
9,9,0.127290429,1
3,3,0.558150127,1
4,7,1.270314393,0
2,2,0.139135645,1
7,7,0.923012555,1
9,9,0.090285968,1
6,6,0.343825997,1
9,9,0.216036202,1
5,5,2.59681124,1
7,7,0.50265748,1
8,8,0.048314051,1
6,5,1.514408477,0
8,9,1.35693138,0
8,8,0.055631481,1
3,3,0.330286091,1
9,9,0.131190182,1
9,8,1.145007362,0
0,0,0.290897754,1
3,5,2.174956707,0
5,5,1.421407925,1
7,7,0.696891975,1
1,1,2.02E-05,1
5,2,2.349656768,0
0,0,0.85604701,1
7,7,0.728792141,1
5,5,0.592373151,1
8,8,0.254249393,1
2,2,0.052151176,1
2,2,1.496784819,1
2,5,1.292008839,0
3,3,1.771570448,1
9,9,0.530357215,1
5,3,1.39381087,0
1,1,0.002955617,1
9,9,0.561593438,1
9,3,2.219131147,0
1,1,0.000211903,1
4,4,1.961350291,1
1,3,2.589558536,0
4,4,0.310111698,1
2,4,1.130776925,0
9,9,0.007084195,1
0,0,0.02266017,1
9,9,0.82113641,1
3,5,1.409984698,0
9,9,0.002082306,1
2,2,0.079909416,1
1,9,1.019915916,0
7,4,1.022065549,0
6,0,1.20020068,0
0,2,1.218092928,0
8,8,0.013393443,1
6,4,1.901838241,0
8,8,8.08E-05,1
6,6,0.02755687,1
8,8,0.995905364,1
2,2,0.476908506,1
2,0,0.922718642,0
5,5,0.772205844,1
9,9,0.000402348,1
6,6,0.938308556,1
9,9,0.006541916,1
5,5,1.281367612,1
1,1,0.089205098,1
3,3,1.534057775,1
4,4,0.969003251,1
3,4,2.494170602,0
0,2,1.297240318,0
7,7,0.00838784,1
2,2,0.644373121,1
6,4,0.249810781,0
4,4,1.64140633,1
0,0,0.177885874,1
2,2,1.47988925,1
8,8,0.000699487,1
4,4,0.079913116,1
5,5,2.390722595,1
1,1,3.18E-05,1
2,2,0.746227552,1
6,6,0.929272236,1
8,8,1.260522405,1
1,1,0.066110651,1
7,7,0.156651626,1
6,2,0.084975414,0
8,8,0.199036667,1
7,7,1.537125027,1
4,4,0.210256103,1
3,3,0.105601936,1
3,3,1.617781392,1
6,0,1.233722394,0
5,3,0.722435077,0
7,7,0.169336747,1
2,2,0.215104862,1
5,5,1.18811255,1
6,6,1.137966582,1
1,1,0.001142414,1
7,7,0.002051617,1
1,9,0.979731274,0
0,0,0.603353884,1
6,2,0.822476058,0
3,3,1.331877696,1
9,9,0.053463359,1
0,8,1.140040085,0
1,9,1.022627007,0
5,5,0.829245273,1
0,0,2.02303443,1
0,0,0.046830048,1
7,7,1.20683157,1
3,6,0.969779539,0
3,3,0.086835503,1
6,3,1.636620609,0
8,8,0.750737037,1
1,1,1.002727519,1
4,4,0.835592688,1
0,0,0.633324725,1
1,1,0.001524551,1
5,5,0.530713351,1
4,4,0.274593717,1
3,3,0.36142556,1
4,2,2.254431731,0
6,6,0.010140026,1
1,0,1.815587438,0
8,8,0.005131826,1
8,8,0.010856259,1
6,6,0.776219175,1
3,3,0.085318649,1
3,3,1.09343724,1
3,2,1.878902697,0
9,9,0.82815898,1
7,7,0.002062546,1
6,5,1.658298049,0
1,1,0.001979858,1
6,6,0.398056445,1
0,0,0.380080885,1
5,5,0.886429584,1
9,9,0.005418673,1
9,9,0.007511543,1
2,4,2.08968582,0
5,5,0.285268791,1
9,9,0.958153446,1
4,4,2.033871437,1
8,8,0.011694704,1
6,3,1.520980158,0
6,3,1.432216476,0
2,2,0.283271123,1
6,5,2.22391857,0
1,1,0.298485889,1
9,9,0.000639523,1
5,5,0.276923762,1
3,5,1.190742262,0
1,8,0.240828841,0
1,1,0.14631071,1
8,8,0.008639875,1
9,9,0.073972229,1
2,7,1.877535317,0
0,0,1.194513635,1
6,6,2.271685055,1
1,3,1.596323522,0
2,2,1.08625828,1
0,0,0.007419931,1
2,2,0.274412104,1
6,6,0.191878824,1
9,9,2.673068849,1
3,3,0.103292326,1
9,9,0.012373258,1
1,1,0.001724362,1
6,6,1.3588885,1
6,6,1.722278075,1
4,7,0.929174698,0
2,2,1.431230548,1
6,6,1.069598904,1
3,3,1.172584625,1
2,2,1.749017146,1
2,5,1.870525279,0
5,5,0.357500323,1
2,2,0.272470697,1
7,7,1.432473439,1
2,5,1.165823064,0
3,2,1.928188241,0
2,0,1.025078655,0
